Package,Package Priority,Developer in Master List,Link of PR Raised,Upgrade Required, Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded, Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success, Bulk Build Number of SRPMs, Developer from under review sheet, Under Review PR Link, Reviewer, Review Status
perl-AppConfig,NA,NA,NA,N,Built,1.71,18.azl3,1,1,perl-AppConfig-1.71-30.fc41.src.rpm,Default Initialized,Default Initialized,1.71,30.fc41,EXISTS_IN_EXT,1.71,Y,1,nan,NOT_FOUND,NA,NA
perl-Archive-Extract,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11598,Y,Built,0.86,4.azl3,1,1,perl-Archive-Extract-0.88-12.fc41.src.rpm,Default Initialized,Default Initialized,0.88,12.fc41,EXISTS_IN_EXT,0.86,Y,1,Jyoti,NA,NA,NA
perl-Authen-SASL,New P0,Sumit,NA,Y,Built,2.16,21.azl3,1,1,perl-Authen-SASL-2.1700-4.fc41.src.rpm,Default Initialized,Default Initialized,2.1700,4.fc41,EXISTS_IN_EXT,2.16,Y,1,nan,NOT_FOUND,NA,NA
perl-B-Debug,NA,NA,NA,N,Built,1.26,425.azl3,1,1,perl-B-Debug-1.26-441.fc41.src.rpm,Default Initialized,Default Initialized,1.26,441.fc41,EXISTS_IN_EXT,1.26,Y,1,nan,NOT_FOUND,NA,NA
perl-B-Hooks-EndOfScope,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11595,Y,Built,0.24,10.azl3,1,1,perl-B-Hooks-EndOfScope-0.28-2.fc41.src.rpm,Default Initialized,Default Initialized,0.28,2.fc41,EXISTS_IN_EXT,0.24,Y,1,Jyoti,NA,NA,NA
perl-B-Hooks-OP-Check,P1,Jyoti,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-B-Hooks-OP-Check-0.22-25.fc41.src.rpm,Default Initialized,Default Initialized,0.22,25.fc41,MOVED_TO_CORE,Not Found,N,0,Jyoti,NA,NA,NA
perl-B-Keywords,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11593,Y,Built,1.21,4.azl3,1,1,perl-B-Keywords-1.27-2.fc41.src.rpm,Default Initialized,Default Initialized,1.27,2.fc41,EXISTS_IN_EXT,1.21,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11593,NA,NA
perl-B-Lint,NA,NA,NA,N,Built,1.20,18.azl3,1,1,perl-B-Lint-1.20-31.fc41.src.rpm,Default Initialized,Default Initialized,1.20,31.fc41,EXISTS_IN_EXT,1.20,Y,1,nan,NOT_FOUND,NA,NA
perl-BDB,P1,Sumit,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-BDB-1.92-25.fc41.src.rpm,Default Initialized,Default Initialized,1.92,25.fc41,REMOVED_FROM_BOTH,Not Found,N,0,Sumit,NA,NA,NA
perl-BSD-Resource,NA,NA,NA,N,Built,1.291.100,12.azl3,1,1,perl-BSD-Resource-1.291.100-27.fc41.src.rpm,Default Initialized,Default Initialized,1.291.100,27.fc41,EXISTS_IN_EXT,1.291.100,Y,1,nan,NOT_FOUND,NA,NA
perl-Browser-Open,NA,NA,NA,N,Built,0.04,25.azl3,1,1,perl-Browser-Open-0.04-38.fc41.src.rpm,Default Initialized,Default Initialized,0.04,38.fc41,EXISTS_IN_EXT,0.04,Y,1,nan,NOT_FOUND,NA,NA
perl-Business-ISBN,P1,Jyoti,https://github.com/microsoft/azurelinux/pull/11447,Y,Built,3.005,3.azl3,1,1,perl-Business-ISBN-3.009-5.fc41.src.rpm,Default Initialized,Default Initialized,3.009,5.fc41,EXISTS_IN_EXT,Not Found,N,0,Jyoti,NA,NA,NA
perl-Business-ISBN-Data,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11432,Revisit Ver Compare,Built,20191107,3.azl3,1,1,perl-Business-ISBN-Data-20240930.001-1.fc41.src,Default Initialized,Default Initialized,20240930.001,1.fc41.src,EXISTS_IN_EXT,20191107,Y,1,Jyoti,NA,NA,NA
perl-CBOR-XS,New P0,Sumit,NA,Y,Built,1.86,2.azl3,1,1,perl-CBOR-XS-1.87-5.fc41.src.rpm,Default Initialized,Default Initialized,1.87,5.fc41,EXISTS_IN_EXT,1.86,Y,1,nan,NOT_FOUND,NA,NA
perl-CSS-Tiny,NA,NA,NA,N,Built,1.20,13.azl3,1,1,perl-CSS-Tiny-1.20-26.fc41.src.rpm,Default Initialized,Default Initialized,1.20,26.fc41,EXISTS_IN_EXT,1.20,Y,1,nan,NOT_FOUND,NA,NA
perl-Class-C3,New P0,Sumit,NA,Y,Built,0.34,10.azl3,1,1,perl-Class-C3-0.35-14.fc41.src.rpm,Default Initialized,Default Initialized,0.35,14.fc41,EXISTS_IN_EXT,0.34,Y,1,nan,NOT_FOUND,NA,NA
perl-Class-C3-XS,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11591,Y,Built,0.14,13.azl3,1,1,perl-Class-C3-XS-0.15-16.fc41.src.rpm,Default Initialized,Default Initialized,0.15,16.fc41,EXISTS_IN_EXT,0.14,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11591,Suresh,In Review
perl-Class-Data-Inheritable,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11708,Y,Built,0.08,37.azl3,1,1,perl-Class-Data-Inheritable-0.09-9.fc41.src.rpm,Default Initialized,Default Initialized,0.09,9.fc41,EXISTS_IN_EXT,0.08,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/10618,Suresh,In Review
perl-Class-Factory-Util,NA,NA,NA,N,Built,1.7,34.azl3,1,1,perl-Class-Factory-Util-1.7-47.fc41.src.rpm,Default Initialized,Default Initialized,1.7,47.fc41,EXISTS_IN_EXT,1.7,Y,1,nan,NOT_FOUND,NA,NA
perl-Class-ISA,P1,Kevin,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Class-ISA-0.36-1042.fc41.src.rpm,Default Initialized,Default Initialized,0.36,1042.fc41,MOVED_TO_CORE,Not Found,N,0,Kevin,NA,NA,NA
perl-Class-Inspector,NA,NA,NA,N,Built,1.36,3.azl3,1,1,perl-Class-Inspector-1.36-17.fc41.src.rpm,Default Initialized,Default Initialized,1.36,17.fc41,EXISTS_IN_EXT,1.36,Y,1,nan,NOT_FOUND,NA,NA
perl-Class-Load,P1,Kevin,NA,N,Built,0.25,11.azl3,1,1,perl-Class-Load-0.25-26.fc41.src.rpm,Default Initialized,Default Initialized,0.25,26.fc41,EXISTS_IN_EXT,0.25,N,0,Kevin,NA,NA,NA
perl-Class-Load-XS,P1,Kevin,NA,N,Built,0.10,12.azl3,1,1,perl-Class-Load-XS-0.10-26.fc41.src.rpm,Default Initialized,Default Initialized,0.10,26.fc41,EXISTS_IN_EXT,0.10,N,0,Kevin,NA,NA,NA
perl-Class-Method-Modifiers,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11547,Y,Built,2.13,3.azl3,1,1,perl-Class-Method-Modifiers-2.15-5.fc41.src.rpm,Default Initialized,Default Initialized,2.15,5.fc41,EXISTS_IN_EXT,2.13,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11547,Suresh,Dev Approved
perl-Class-Singleton,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11546,Y,Built,1.5,16.azl3,1,1,perl-Class-Singleton-1.6-12.fc41.src.rpm,Default Initialized,Default Initialized,1.6,12.fc41,EXISTS_IN_EXT,1.5,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/10618,Suresh,Dev Approved
perl-Class-Tiny,New P0,Sumit,NA,Y,Built,1.006,13.azl3,1,1,perl-Class-Tiny-1.008-12.fc41.src.rpm,Default Initialized,Default Initialized,1.008,12.fc41,EXISTS_IN_EXT,1.006,Y,1,nan,NOT_FOUND,NA,NA
perl-Class-XSAccessor,P1,Kevin,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Class-XSAccessor-1.19-36.fc41.src.rpm,Default Initialized,Default Initialized,1.19,36.fc41,MOVED_TO_CORE,Not Found,N,0,Kevin,NA,NA,NA
perl-Clone,P1,Kevin,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Clone-0.47-1.fc41.src.rpm,Default Initialized,Default Initialized,0.47,1.fc41,MOVED_TO_CORE,Not Found,N,0,Kevin,NA,NA,NA
perl-Color-ANSI-Util,P1,Kevin,https://github.com/microsoft/azurelinux/pull/11398,Y,Built,0.164,6.azl3,1,1,perl-Color-ANSI-Util-0.165-2.fc41.src.rpm,Default Initialized,Default Initialized,0.165,2.fc41,EXISTS_IN_EXT,0.164,N,0,Kevin,NA,NA,NA
perl-Color-RGB-Util,P1,Kevin,https://github.com/microsoft/azurelinux/pull/11400,Y,Built,0.606,3.azl3,1,1,perl-Color-RGB-Util-0.607-4.fc41.src.rpm,Default Initialized,Default Initialized,0.607,4.fc41,EXISTS_IN_EXT,0.606,N,0,Kevin,NA,NA,NA
perl-ColorThemeBase-Static,P1,Kevin,https://github.com/microsoft/azurelinux/pull/11425,Y,Built,0.008,6.azl3,1,1,perl-ColorThemeBase-Static-0.009-1.fc41.src.rpm,Default Initialized,Default Initialized,0.009,1.fc41,EXISTS_IN_EXT,0.008,N,0,Kevin,NA,NA,NA
perl-ColorThemeRole-ANSI,P1,Kevin,NA,N,Built,0.001,6.azl3,1,1,perl-ColorThemeRole-ANSI-0.001-13.fc41.src.rpm,Default Initialized,Default Initialized,0.001,13.fc41,EXISTS_IN_EXT,0.001,N,0,Kevin,NA,NA,NA
perl-ColorThemeUtil-ANSI,P1,Kevin,NA,N,Built,0.002,4.azl3,1,1,perl-ColorThemeUtil-ANSI-0.002-11.fc41.src.rpm,Default Initialized,Default Initialized,0.002,11.fc41,EXISTS_IN_EXT,0.002,N,0,Kevin,NA,NA,NA
perl-ColorThemes-Standard,P1,Kevin,NA,N,Built,0.003,2.azl3,1,1,perl-ColorThemes-Standard-0.003-9.fc41.src.rpm,Default Initialized,Default Initialized,0.003,9.fc41,EXISTS_IN_EXT,0.003,N,0,Kevin,NA,NA,NA
perl-Compress-LZF,P1,Sreenivasulu,NA,N,Failed,3.8,21.azl3,1,1,perl-Compress-LZF-3.8-32.fc41.src.rpm,Default Initialized,Default Initialized,3.8,32.fc41,EXISTS_IN_EXT,3.8,N,0,Sreenivasulu,NA,NA,NA
perl-Compress-Raw-Lzma,New P0,Sumit,NA,Y,Built,2.101,4.azl3,1,1,perl-Compress-Raw-Lzma-2.212-5.fc41.src.rpm,Default Initialized,Default Initialized,2.212,5.fc41,EXISTS_IN_EXT,2.101,Y,1,nan,NOT_FOUND,NA,NA
perl-Config-AutoConf,New P0,Sumit,NA,Y,Built,0.318,3.azl3,1,1,perl-Config-AutoConf-0.320-11.fc41.src.rpm,Default Initialized,Default Initialized,0.320,11.fc41,EXISTS_IN_EXT,0.318,Y,1,nan,NOT_FOUND,NA,NA
perl-Config-INI,New P0,Sumit,NA,Y,Built,0.025,16.azl3,1,1,perl-Config-INI-0.029-6.fc41.src.rpm,Default Initialized,Default Initialized,0.029,6.fc41,EXISTS_IN_EXT,0.025,Y,1,nan,NOT_FOUND,NA,NA
perl-Config-INI-Reader-Multiline,NA,NA,NA,N,Built,1.001,9.azl3,1,1,perl-Config-INI-Reader-Multiline-1.001-21.fc41.,Default Initialized,Default Initialized,1.001,21.fc41.,EXISTS_IN_EXT,1.001,Y,1,nan,NOT_FOUND,NA,NA
perl-Config-IniFiles,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11544,Y,Built,3.000002,6.azl3,1,1,perl-Config-IniFiles-3.000003-14.fc41.src.rpm,Default Initialized,Default Initialized,3.000003,14.fc41,EXISTS_IN_EXT,3.000002,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11544,Suresh,In Review
perl-Config-Simple,NA,NA,NA,N,Built,4.59,34.azl3,1,1,perl-Config-Simple-4.59-46.fc41.src.rpm,Default Initialized,Default Initialized,4.59,46.fc41,EXISTS_IN_EXT,4.59,Y,1,nan,NOT_FOUND,NA,NA
perl-Config-Tiny,New P0,Sumit,NA,Y,Built,2.24,4.azl3,1,1,perl-Config-Tiny-2.30-4.fc41.src.rpm,Default Initialized,Default Initialized,2.30,4.fc41,EXISTS_IN_EXT,2.24,Y,1,nan,NOT_FOUND,NA,NA
perl-Const-Fast,P1,Sreenivasulu,NA,N,Built,0.014,21.azl3,1,1,perl-Const-Fast-0.014-33.fc41.src.rpm,Default Initialized,Default Initialized,0.014,33.fc41,EXISTS_IN_EXT,0.014,N,0,Sreenivasulu,NA,NA,NA
perl-Convert-ASN1,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11543,Y,Built,0.27,21.azl3,1,1,perl-Convert-ASN1-0.34-4.fc41.src.rpm,Default Initialized,Default Initialized,0.34,4.fc41,EXISTS_IN_EXT,0.27,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11543,NA,NA
perl-Convert-Bencode,NA,NA,NA,N,Built,1.03,33.azl3,1,1,perl-Convert-Bencode-1.03-40.fc41.src.rpm,Default Initialized,Default Initialized,1.03,40.fc41,EXISTS_IN_EXT,1.03,Y,1,nan,NOT_FOUND,NA,NA
perl-Coro,NA,NA,NA,N,Built,6.570,5.azl3,1,1,perl-Coro-6.570-19.fc41.src.rpm,Default Initialized,Default Initialized,6.570,19.fc41,EXISTS_IN_EXT,6.570,Y,1,nan,NOT_FOUND,NA,NA
perl-Coro-Multicore,P1,Sreenivasulu,NA,N,Failed,1.07,3.azl3,1,1,perl-Coro-Multicore-1.07-13.fc41.src.rpm,Default Initialized,Default Initialized,1.07,13.fc41,EXISTS_IN_EXT,1.07,N,0,Sreenivasulu,NA,NA,NA
perl-Cpanel-JSON-XS,P1,Sreenivasulu,NA,Y,Failed,4.27,2.azl3,1,1,perl-Cpanel-JSON-XS-4.38-4.fc41.src.rpm,Default Initialized,Default Initialized,4.38,4.fc41,EXISTS_IN_EXT,4.27,N,0,Sreenivasulu,NA,NA,NA
perl-Crypt-CBC,P1,Sreenivasulu,NA,Y,Built,2.33,27.azl3,1,1,perl-Crypt-CBC-3.04-16.fc41.src.rpm,Default Initialized,Default Initialized,3.04,16.fc41,EXISTS_IN_EXT,2.33,N,0,Sreenivasulu,NA,NA,NA
perl-Crypt-DES,P1,Sreenivasulu,NA,N,Built,2.07,21.azl3,1,1,perl-Crypt-DES-2.07-39.fc41.src.rpm,Default Initialized,Default Initialized,2.07,39.fc41,EXISTS_IN_EXT,2.07,N,0,Sreenivasulu,NA,NA,NA
perl-Crypt-IDEA,NA,NA,NA,N,Built,1.10,18.azl3,1,1,perl-Crypt-IDEA-1.10-33.fc41.src.rpm,Default Initialized,Default Initialized,1.10,33.fc41,EXISTS_IN_EXT,1.10,Y,1,nan,NOT_FOUND,NA,NA
perl-Crypt-OpenSSL-Bignum,NA,NA,NA,N,Built,0.09,10.azl3,1,1,perl-Crypt-OpenSSL-Bignum-0.09-28.fc41.src.rpm,Default Initialized,Default Initialized,0.09,28.fc41,EXISTS_IN_EXT,0.09,Y,1,nan,NOT_FOUND,NA,NA
perl-Crypt-OpenSSL-Guess,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11542,Y,Built,0.11,8.azl3,1,1,perl-Crypt-OpenSSL-Guess-0.15-8.fc41.src.rpm,Default Initialized,Default Initialized,0.15,8.fc41,EXISTS_IN_EXT,0.11,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11542,NA,NA
perl-Crypt-OpenSSL-RSA,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11688,Y,Failed,0.31,6.azl3,1,1,perl-Crypt-OpenSSL-RSA-0.33-7.fc41.src.rpm,Default Initialized,Default Initialized,0.33,7.fc41,EXISTS_IN_EXT,0.31,Y,1,Sumit,NA,NA,NA
perl-Crypt-OpenSSL-Random,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11541,Y,Built,0.15,8.azl3,1,1,perl-Crypt-OpenSSL-Random-0.17-2.fc41.src.rpm,Default Initialized,Default Initialized,0.17,2.fc41,EXISTS_IN_EXT,0.15,Y,1,Jyoti,NA,NA,NA
perl-Crypt-PasswdMD5,P1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11401,Y,Built,1.4.0,19.azl3,1,1,perl-Crypt-PasswdMD5-1.4.2-8.fc41.src.rpm,Default Initialized,Default Initialized,1.4.2,8.fc41,EXISTS_IN_EXT,Not Found,N,0,Sreenivasulu,NA,NA,NA
perl-DBD-MySQL,P1,Sreenivasulu,NA,Y,Built,4.050,7.azl3,1,1,perl-DBD-MySQL-5.010-1.fc41.src.rpm,Default Initialized,Default Initialized,5.010,1.fc41,EXISTS_IN_EXT,4.050,N,0,Sreenivasulu,NA,NA,NA
perl-Data-Munge,P1,Sreenivasulu,NA,Y,Built,0.097,11.azl3,1,1,perl-Data-Munge-0.111-2.fc41.src.rpm,Default Initialized,Default Initialized,0.111,2.fc41,EXISTS_IN_EXT,0.097,N,0,Sreenivasulu,NA,NA,NA
perl-Data-OptList,P1,Sreenivasulu,See Remarks,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Data-OptList-0.114-5.fc41.src.rpm,Default Initialized,Default Initialized,0.114,5.fc41,MOVED_TO_CORE,Not Found,N,0,Sreenivasulu,NA,NA,NA
perl-Data-Peek,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11539,Y,Built,0.49,2.azl3,1,1,perl-Data-Peek-0.52-8.fc41.src.rpm,Default Initialized,Default Initialized,0.52,8.fc41,EXISTS_IN_EXT,0.49,Y,1,Jyoti,NA,NA,NA
perl-Data-Section,New P0,Sumit,NA,Y,Built,0.200007,10.azl3,1,1,perl-Data-Section-0.200008-6.fc41.src.rpm,Default Initialized,Default Initialized,0.200008,6.fc41,EXISTS_IN_EXT,0.200007,Y,1,nan,NOT_FOUND,NA,NA
perl-Data-UUID,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11536,Y,Built,1.224,5.azl3,1,1,perl-Data-UUID-1.227-3.fc41.src.rpm,Default Initialized,Default Initialized,1.227,3.fc41,EXISTS_IN_EXT,1.224,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11536,NA,NA
perl-Date-ISO8601,NA,NA,NA,N,Built,0.005,9.azl3,1,1,perl-Date-ISO8601-0.005-21.fc41.src.rpm,Default Initialized,Default Initialized,0.005,21.fc41,EXISTS_IN_EXT,0.005,Y,1,nan,NOT_FOUND,NA,NA
perl-Date-Manip,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11522,Y,Built,6.82,2.azl3,1,1,perl-Date-Manip-6.96-1.fc41.src.rpm,Default Initialized,Default Initialized,6.96,1.fc41,EXISTS_IN_EXT,6.82,Y,1,Jyoti,NA,NA,NA
perl-DateTime,P1,Sumit,NA,Y,Built,1.52,3.azl3,1,1,perl-DateTime-1.65-6.fc41.src.rpm,Default Initialized,Default Initialized,1.65,6.fc41,EXISTS_IN_EXT,1.52,N,0,Sumit,NA,NA,NA
perl-DateTime-Format-Builder,P1,Sumit,NA,Y,Built,0.8200,6.azl3,1,1,perl-DateTime-Format-Builder-0.8300-14.fc41.src,Default Initialized,Default Initialized,0.8300,14.fc41.src,EXISTS_IN_EXT,0.8200,N,0,Sumit,NA,NA,NA
perl-DateTime-Format-DateParse,P1,Sumit,NA,N,Built,0.05,23.azl3,1,1,perl-DateTime-Format-DateParse-0.05-36.fc41.src,Default Initialized,Default Initialized,0.05,36.fc41.src,EXISTS_IN_EXT,0.05,N,0,Sumit,NA,NA,NA
perl-DateTime-Format-HTTP,P1,Sumit,NA,N,Built,0.42,16.azl3,1,1,perl-DateTime-Format-HTTP-0.42-29.fc41.src.rpm,Default Initialized,Default Initialized,0.42,29.fc41,EXISTS_IN_EXT,0.42,N,0,Sumit,NA,NA,NA
perl-DateTime-Format-IBeat,P1,Sumit,NA,N,Built,0.161,37.azl3,1,1,perl-DateTime-Format-IBeat-0.161-50.fc41.src.rp,Default Initialized,Default Initialized,0.161,50.fc41.src.rp,EXISTS_IN_EXT,0.161,N,0,Sumit,NA,NA,NA
perl-DateTime-Format-ISO8601,P1,Sumit,NA,Y,Built,0.08,24.azl3,1,1,perl-DateTime-Format-ISO8601-0.16-12.fc41.src.r,Default Initialized,Default Initialized,0.16,12.fc41.src.r,EXISTS_IN_EXT,0.08,N,0,Sumit,NA,NA,NA
perl-DateTime-Format-Mail,P1,Sumit,NA,N,Built,0.403,13.azl3,1,1,perl-DateTime-Format-Mail-0.403-25.fc41.src.rpm,Default Initialized,Default Initialized,0.403,25.fc41,EXISTS_IN_EXT,0.403,N,0,Sumit,NA,NA,NA
perl-DateTime-Format-Strptime,P1,Sumit,NA,Y,Built,1.77,3.azl3,1,1,perl-DateTime-Format-Strptime-1.79-11.fc41.src.,Default Initialized,Default Initialized,1.79,11.fc41.src.,EXISTS_IN_EXT,1.77,N,0,Sumit,NA,NA,NA
perl-DateTime-Locale,P1,Sumit,NA,Y,Built,1.25,4.azl3,1,1,perl-DateTime-Locale-1.44-1.fc41.src.rpm,Default Initialized,Default Initialized,1.44,1.fc41,EXISTS_IN_EXT,1.25,N,0,Sumit,NA,NA,NA
perl-DateTime-TimeZone,P1,Sumit,NA,Y,Built,2.39,2.azl3,1,1,perl-DateTime-TimeZone-2.63-1.fc41.src.rpm,Default Initialized,Default Initialized,2.63,1.fc41,EXISTS_IN_EXT,2.39,N,0,Sumit,NA,NA,NA
perl-DateTime-TimeZone-SystemV,NA,NA,NA,N,Built,0.010,10.azl3,1,1,perl-DateTime-TimeZone-SystemV-0.010-22.fc41.sr,Default Initialized,Default Initialized,0.010,22.fc41.sr,EXISTS_IN_EXT,0.010,Y,1,nan,NOT_FOUND,NA,NA
perl-DateTime-TimeZone-Tzfile,NA,NA,NA,N,Built,0.011,10.azl3,1,1,perl-DateTime-TimeZone-Tzfile-0.011-22.fc41.src,Default Initialized,Default Initialized,0.011,22.fc41.src,EXISTS_IN_EXT,0.011,Y,1,nan,NOT_FOUND,NA,NA
perl-Devel-CallChecker,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11498,Y,Built,0.008,10.azl3,1,1,perl-Devel-CallChecker-0.009-7.fc41.src.rpm,Default Initialized,Default Initialized,0.009,7.fc41,EXISTS_IN_EXT,0.008,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11498,NA,NA
perl-Devel-Caller,P1,Akarsh,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-Caller-2.07-7.fc41.src.rpm,Default Initialized,Default Initialized,2.07,7.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA
perl-Devel-Cycle,P1,Akarsh,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-Cycle-1.12-30.fc41.src.rpm,Default Initialized,Default Initialized,1.12,30.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA
perl-Devel-EnforceEncapsulation,NA,NA,NA,N,Built,0.51,18.azl3,1,1,perl-Devel-EnforceEncapsulation-0.51-31.fc41.sr,Default Initialized,Default Initialized,0.51,31.fc41.sr,EXISTS_IN_EXT,0.51,Y,1,nan,NOT_FOUND,NA,NA
perl-Devel-GlobalDestruction,P1,Akarsh,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-GlobalDestruction-0.14-25.fc41.src.r,Default Initialized,Default Initialized,0.14,25.fc41.src.r,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA
perl-Devel-GlobalDestruction-XS,P1,Akarsh,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA
perl-Devel-Hide,P1,Akarsh,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-Hide-0.0015-9.fc41.src.rpm,Default Initialized,Default Initialized,0.0015,9.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA
perl-Devel-Leak,NA,NA,NA,N,Built,0.03,43.azl3,1,1,perl-Devel-Leak-0.03-57.fc41.src.rpm,Default Initialized,Default Initialized,0.03,57.fc41,EXISTS_IN_EXT,0.03,Y,1,nan,NOT_FOUND,NA,NA
perl-Devel-LexAlias,P1,Akarsh,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-LexAlias-0.05-38.fc41.src.rpm,Default Initialized,Default Initialized,0.05,38.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA
perl-Devel-Size,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11500,Y,Built,0.83,6.azl3,1,1,perl-Devel-Size-0.84-3.fc41.src.rpm,Default Initialized,Default Initialized,0.84,3.fc41,EXISTS_IN_EXT,0.83,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11500,NA,NA
perl-Digest-BubbleBabble,P1,Akarsh,NA,N,Failed,0.02,29.azl3,1,1,perl-Digest-BubbleBabble-0.02-40.fc41.src.rpm,Default Initialized,Default Initialized,0.02,40.fc41,EXISTS_IN_EXT,0.02,N,0,Akarsh,NOT_FOUND,NA,NA
perl-Digest-CRC,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11501,Y,Built,0.22.2,12.azl3,1,1,perl-Digest-CRC-0.24-9.fc41.src.rpm,Default Initialized,Default Initialized,0.24,9.fc41,EXISTS_IN_EXT,0.22.2,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11501,NA,NA
perl-Dist-CheckConflicts,NA,NA,NA,N,Built,0.11,18.azl3,1,1,perl-Dist-CheckConflicts-0.11-31.fc41.src.rpm,Default Initialized,Default Initialized,0.11,31.fc41,EXISTS_IN_EXT,0.11,Y,1,nan,NOT_FOUND,NA,NA
perl-DynaLoader-Functions,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11509,Y,Built,0.003,9.azl3,1,1,perl-DynaLoader-Functions-0.004-5.fc41.src.rpm,Default Initialized,Default Initialized,0.004,5.fc41,EXISTS_IN_EXT,0.003,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11509,NA,NA
perl-EV,New P0,Sumit,NA,Y,Built,4.33,8.azl3,1,1,perl-EV-4.34-5.fc41.src.rpm,Default Initialized,Default Initialized,4.34,5.fc41,EXISTS_IN_EXT,4.33,Y,1,nan,NOT_FOUND,NA,NA
perl-Email-Address,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11532,Y,Built,1.912,7.azl3,1,1,perl-Email-Address-1.913-6.fc41.src.rpm,Default Initialized,Default Initialized,1.913,6.fc41,EXISTS_IN_EXT,1.912,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11532,NA,NA
perl-Email-Date-Format,P0,Kevin,https://github.com/microsoft/azurelinux/pull/11533,Y,Built,1.005,16.azl3,1,1,perl-Email-Date-Format-1.008-5.fc41.src.rpm,Default Initialized,Default Initialized,1.008,5.fc41,EXISTS_IN_EXT,1.005,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11533,NA,NA
perl-Encode-Detect,NA,NA,NA,N,Built,1.01,33.azl3,1,1,perl-Encode-Detect-1.01-48.fc41.src.rpm,Default Initialized,Default Initialized,1.01,48.fc41,EXISTS_IN_EXT,1.01,Y,1,nan,NOT_FOUND,NA,NA
