Package,Package Priority,Developer in Master List,Link of PR Raised,Upgrade Required, Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded, Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success, Bulk Build Number of SRPMs, Developer from under review sheet, Under Review PR Link, Reviewer, Review Status
ansible-freeipa,P1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11028,Y,Built,0.3.4,2.azl3,1,1,ansible-freeipa-1.14.2-1.fc41.src.rpm,Default Initialized,Default Initialized,1.14.2,1.fc41,EXISTS_IN_EXT,0.3.4,N,0,Jagadeesh,NA,NA,NA
aopalliance,P1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/10671,N,Failed,1.0,4.azl3,1,1,aopalliance-1.0-40.fc41.src.rpm,Default Initialized,Default Initialized,1.0,40.fc41,EXISTS_IN_EXT,1.0,N,0,Jagadeesh,https://github.com/microsoft/azurelinux/pull/10671,Falak,NA
apache-commons-beanutils,P1,Jagadeesh,NA,N,Built,1.9.4,5.azl3,1,1,apache-commons-beanutils-1.9.4-21.fc41.src.rpm,Default Initialized,Default Initialized,1.9.4,21.fc41,EXISTS_IN_EXT,1.9.4,N,0,Jagadeesh,NA,NA,NA
apache-commons-codec,P1,Jagadeesh,NA,Y,Built,1.15,2.azl3,1,1,apache-commons-codec-1.17.1-2.fc41.src.rpm,Default Initialized,Default Initialized,1.17.1,2.fc41,EXISTS_IN_EXT,1.15,N,0,Jagadeesh,NA,NA,NA
apache-commons-collections,P1,Jagadeesh,NA,N,Built,3.2.2,7.azl3,1,1,apache-commons-collections-3.2.2-37.fc41.src.rp,Default Initialized,Default Initialized,3.2.2,37.fc41.src.rp,EXISTS_IN_EXT,3.2.2,N,0,Jagadeesh,NA,NA,NA
apache-commons-collections4,P1,Jagadeesh,NA,Y,Failed,4.1,2.azl3,1,1,apache-commons-collections4-4.4-16.fc41.src.rpm,Default Initialized,Default Initialized,4.4,16.fc41,EXISTS_IN_EXT,4.1,N,0,Jagadeesh,NA,NA,NA
apache-commons-compress,P1,Jagadeesh,NA,Y,Failed,1.19,3.azl3,1,1,apache-commons-compress-1.25.0-7.fc41.src.rpm,Default Initialized,Default Initialized,1.25.0,7.fc41,EXISTS_IN_EXT,1.19,N,0,Jagadeesh,NA,NA,NA
apache-commons-daemon,P1,Jagadeesh,NA,Revisit No Dnld Ver,Failed,1.2.3,2.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.2.3,N,0,Jagadeesh,NA,NA,NA
apache-commons-dbcp,P1,Jagadeesh,NA,Revisit No Dnld Ver,Failed,2.1.1,8.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,2.1.1,N,0,Jagadeesh,NA,NA,NA
apache-commons-digester,P1,Jagadeesh,NA,N,Failed,2.1,4.azl3,1,1,apache-commons-digester-2.1-31.fc41.src.rpm,Default Initialized,Default Initialized,2.1,31.fc41,EXISTS_IN_EXT,2.1,N,0,Jagadeesh,NA,NA,NA
apache-commons-httpclient,P1,Jagadeesh,NA,Revisit No Dnld Ver,Built,3.1,14.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,3.1,N,0,Jagadeesh,NA,NA,NA
apache-commons-io,P1,Jagadeesh,NA,Y,Built,2.14.0,1.azl3,1,1,apache-commons-io-2.16.1-2.fc41.src.rpm,Default Initialized,Default Initialized,2.16.1,2.fc41,EXISTS_IN_EXT,2.14.0,N,0,Jagadeesh,NA,NA,NA
apache-commons-jexl,P1,Jagadeesh,NA,Y,Failed,2.1.1,3.azl3,1,1,apache-commons-jexl-3.4.0-3.fc41.src.rpm,Default Initialized,Default Initialized,3.4.0,3.fc41,EXISTS_IN_EXT,2.1.1,N,0,Jagadeesh,NA,NA,NA
apache-commons-lang,P1,Jagadeesh,NA,Revisit No Dnld Ver,Failed,2.6,17.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,2.6,N,0,Jagadeesh,NA,NA,NA
apache-commons-net,P1,Jagadeesh,NA,Y,Failed,3.6,3.azl3,1,1,apache-commons-net-3.11.0-4.fc41.src.rpm,Default Initialized,Default Initialized,3.11.0,4.fc41,EXISTS_IN_EXT,3.6,N,0,Jagadeesh,NA,NA,NA
apache-commons-pool,P1,Jagadeesh,NA,N,Built,1.6,1.azl3,1,1,apache-commons-pool-1.6-38.fc41.src.rpm,Default Initialized,Default Initialized,1.6,38.fc41,EXISTS_IN_EXT,1.6,N,0,Jagadeesh,NA,NA,NA
apache-commons-pool2,P1,Jagadeesh,NA,Revisit No Dnld Ver,Failed,2.4.2,7.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,2.4.2,N,0,Jagadeesh,NA,NA,NA
apache-commons-validator,P1,Jagadeesh,NA,Revisit No Dnld Ver,Failed,1.5.0,1.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.5.0,N,0,Jagadeesh,NA,NA,NA
apache-commons-vfs2,P1,Jagadeesh,NA,Y,Failed,2.2,3.azl3,1,1,apache-commons-vfs-2.9.0-7.fc41.src.rpm,Default Initialized,Default Initialized,2.9.0,7.fc41,EXISTS_IN_EXT,2.2,N,0,Jagadeesh,NA,NA,NA
apache-parent,P1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11281,Y,Built,21,2.azl3,1,1,apache-parent-31-6.fc41.src.rpm,Default Initialized,Default Initialized,31,6.fc41,EXISTS_IN_EXT,21,N,0,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11281,NA,NA
argparse-manpage,P1,Kevin,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,argparse-manpage-4.6-3.fc41.src.rpm,Default Initialized,Default Initialized,4.6,3.fc41,REMOVED_FROM_BOTH,Not Found,N,0,Kevin,NA,NA,NA
args4j,P1,Kevin,NA,N,Failed,2.33,2.azl3,1,1,args4j-2.33-27.fc41.src.rpm,Default Initialized,Default Initialized,2.33,27.fc41,EXISTS_IN_EXT,2.33,N,0,Kevin,NA,NA,NA
arptables,P1,Kevin,NA,N,Built,0.0.5,3.azl3,1,1,arptables-0.0.5-13.fc41.src.rpm,Default Initialized,Default Initialized,0.0.5,13.fc41,EXISTS_IN_EXT,0.0.5,Y,1,Kevin,NA,NA,NA
arpwatch,P1,Kevin,NA,Y,Built,2.1a15,51.azl3,1,1,arpwatch-3.7-9.fc41.src.rpm,Default Initialized,Default Initialized,3.7,9.fc41,EXISTS_IN_EXT,2.1a15,Y,1,Kevin,NA,NA,NA
asio,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10678,Y,Built,1.10.8,12.azl3,1,1,asio-1.30.2-4.fc41.src.rpm,Default Initialized,Default Initialized,1.30.2,4.fc41,EXISTS_IN_EXT,1.10.8,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10678,Bala,Dev Approved
aspell-en,P0,Kevin,NA,Y,Built,2019.10.06,4.azl3,1,1,aspell-en-2020.12.07-11.fc41.src.rpm,Default Initialized,Default Initialized,2020.12.07,11.fc41,EXISTS_IN_EXT,2019.10.06,Y,1,Kevin,NA,NA,NA
audiofile,P1,Kevin,NA,N,Built,0.3.6,27.azl3,1,1,audiofile-0.3.6-39.fc41.src.rpm,Default Initialized,Default Initialized,0.3.6,39.fc41,EXISTS_IN_EXT,0.3.6,Y,1,Kevin,NA,NA,NA
authselect,P1,Kevin,https://github.com/microsoft/azurelinux/pull/11575,Revisit No Dnld Ver,Built,1.2.1,2.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_BOTH,Not Found,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/11575,NA,NA
babeltrace,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10590,Y,Built,1.5.7,7.azl3,1,1,babeltrace-1.5.11-9.fc41.src.rpm,Default Initialized,Default Initialized,1.5.11,9.fc41,EXISTS_IN_EXT,1.5.7,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10590,Falak,In Review
babl,P1,Kevin,https://github.com/microsoft/azurelinux/pull/11132,Y,Failed,0.1.82,3.azl3,1,1,babl-0.1.110-1.fc41.src.rpm,Default Initialized,Default Initialized,0.1.110,1.fc41,EXISTS_IN_EXT,0.1.82,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/11132,NA,NA
baekmuk-ttf-fonts,P1,Kevin,NA,N,Failed,2.2,52.azl3,1,1,baekmuk-ttf-fonts-2.2-63.fc41.src.rpm,Default Initialized,Default Initialized,2.2,63.fc41,EXISTS_IN_EXT,2.2,N,0,Kevin,NA,NA,NA
base64coder,P1,Kevin,NA,Revisit No Dnld Ver,Built,20101219,4.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,20101219,N,0,Kevin,NA,NA,NA
bats,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10692,Y,Built,1.2.1,2.azl3,1,1,bats-1.11.0-3.fc41.src.rpm,Default Initialized,Default Initialized,1.11.0,3.fc41,EXISTS_IN_EXT,1.2.1,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10692,Bala,In Review
bcache-tools,P1,Kevin,NA,N,Built,1.1,3.azl3,1,1,bcache-tools-1.1-8.fc41.src.rpm,Default Initialized,Default Initialized,1.1,8.fc41,EXISTS_IN_EXT,1.1,Y,1,Kevin,NA,NA,NA
bcel,P1,Kevin,NA,Y,Failed,5.2,37.azl3,1,1,bcel-6.8.1-3.fc41.src.rpm,Default Initialized,Default Initialized,6.8.1,3.fc41,EXISTS_IN_EXT,5.2,N,0,Kevin,NA,NA,NA
bea-stax,P1,Kevin,NA,Revisit No Dnld Ver,Built,1.2.0,40.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.2.0,N,0,Kevin,NA,NA,NA
beust-jcommander,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10630,Y,Built,1.78,1.azl3,1,1,beust-jcommander-1.82-11.fc41.src.rpm,Default Initialized,Default Initialized,1.82,11.fc41,EXISTS_IN_EXT,1.78,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10630,NA,NA
biosdevname,P1,Kevin,NA,N,Built,0.7.3,7.azl3,1,1,biosdevname-0.7.3-17.fc41.src.rpm,Default Initialized,Default Initialized,0.7.3,17.fc41,EXISTS_IN_EXT,0.7.3,Y,1,Kevin,NA,NA,NA
blosc,P1,Kevin,https://github.com/microsoft/azurelinux/pull/11172,Y,Built,1.21.4,2.azl3,1,1,blosc-1.21.6-1.fc41.src.rpm,Default Initialized,Default Initialized,1.21.6,1.fc41,EXISTS_IN_EXT,1.21.4,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/11172,NA,NA
bogofilter,P1,Kevin,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,bogofilter-1.2.5-16.fc41.src.rpm,Default Initialized,Default Initialized,1.2.5,16.fc41,REMOVED_FROM_BOTH,Not Found,N,0,Kevin,NA,NA,NA
bolt,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11208,Y,Built,0.9.2,2.azl3,1,1,bolt-0.9.8-3.fc41.src.rpm,Default Initialized,Default Initialized,0.9.8,3.fc41,EXISTS_IN_EXT,0.9.2,N,0,Akarsh,https://github.com/microsoft/azurelinux/pull/11208,Suresh,Dev Approved
boom-boot,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/10919,Y,Built,1.2,2.azl3,1,1,boom-boot-1.6.5-1.fc41.src.rpm,Default Initialized,Default Initialized,1.6.5,1.fc41,EXISTS_IN_EXT,1.2,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/10919,NA,NA
booth,P1,Akarsh,NA,Y,Failed,1.0,8.azl3,1,1,booth-1.2-2.fc41.src.rpm,Default Initialized,Default Initialized,1.2,2.fc41,EXISTS_IN_EXT,1.0,N,0,Akarsh,NA,NA,NA
botan2,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11051,Y,Built,2.14.0,2.azl3,1,1,botan2-2.19.5-4.fc41.src.rpm,Default Initialized,Default Initialized,2.19.5,4.fc41,EXISTS_IN_EXT,2.14.0,Y,1,Akarsh,NA,NA,NA
breezy,P1,Akarsh,NA,Y,Failed,3.0.2,3.azl3,1,1,breezy-3.3.8-1.fc41.src.rpm,Default Initialized,Default Initialized,3.3.8,1.fc41,EXISTS_IN_EXT,3.0.2,N,0,Akarsh,NA,NA,NA
bsf,P1,Akarsh,NA,N,Failed,2.4.0,19.azl3,1,1,bsf-2.4.0-56.fc41.src.rpm,Default Initialized,Default Initialized,2.4.0,56.fc41,EXISTS_IN_EXT,2.4.0,N,0,Akarsh,NA,NA,NA
buildah,P1,Akarsh,NA,Y,Built,1.18.0,28.azl3,1,1,buildah-1.38.0-2.fc41.src.rpm,Default Initialized,Default Initialized,1.38.0,2.fc41,EXISTS_IN_EXT,1.18.0,N,0,Akarsh,NA,NA,NA
bwidget,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11050,N,Built,1.9.7,15.azl3,1,1,bwidget-1.9.7-23.fc41.src.rpm,Default Initialized,Default Initialized,1.9.7,23.fc41,EXISTS_IN_EXT,1.9.7,N,0,Akarsh,https://github.com/microsoft/azurelinux/pull/11050,NA,NA
cachefilesd,P1,Akarsh,NA,N,Built,0.10.10,9.azl3,1,1,cachefilesd-0.10.10-19.fc41.src.rpm,Default Initialized,Default Initialized,0.10.10,19.fc41,EXISTS_IN_EXT,0.10.10,Y,1,Akarsh,NA,NA,NA
cairomm,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11256,Y,Built,1.12.0,15.azl3,1,1,cairomm-1.14.5-7.fc41.src.rpm,Default Initialized,Default Initialized,1.14.5,7.fc41,EXISTS_IN_EXT,1.12.0,N,0,Akarsh,NA,NA,NA
capstone,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11254,Y,Built,4.0.2,4.azl3,1,1,capstone-5.0.1-6.fc41.src.rpm,Default Initialized,Default Initialized,5.0.1,6.fc41,EXISTS_IN_EXT,4.0.2,N,0,Akarsh,NA,NA,NA
cassandra,P1,Akarsh,NA,Revisit No Dnld Ver,Failed,4.0.10,1.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,4.0.10,N,0,Akarsh,NA,NA,NA
catatonit,P1,Akarsh,NA,N,Built,0.1.7,16.azl3,1,1,catatonit-0.1.7-23.fc41.src.rpm,Default Initialized,Default Initialized,0.1.7,23.fc41,EXISTS_IN_EXT,0.1.7,Y,1,Akarsh,NA,NA,NA
cdparanoia,P1,Akarsh,NA,N,Built,10.2,1.azl3,1,1,cdparanoia-10.2-45.fc41.src.rpm,Default Initialized,Default Initialized,10.2,45.fc41,EXISTS_IN_EXT,10.2,N,0,Akarsh,NA,NA,NA
cdrdao,P1,Akarsh,NA,Y,Built,1.2.4,11.azl3,1,1,cdrdao-1.2.5-12.fc41.src.rpm,Default Initialized,Default Initialized,1.2.5,12.fc41,EXISTS_IN_EXT,1.2.4,N,0,Akarsh,NA,NA,NA
celt051,P1,Akarsh,NA,N,Built,0.5.1.3,20.azl3,1,1,celt051-0.5.1.3-29.fc41.src.rpm,Default Initialized,Default Initialized,0.5.1.3,29.fc41,EXISTS_IN_EXT,0.5.1.3,Y,1,Akarsh,NA,NA,NA
certmonger,P1,Akarsh,NA,Y,Failed,0.79.13,2.azl3,1,1,certmonger-0.79.20-2.fc41.src.rpm,Default Initialized,Default Initialized,0.79.20,2.fc41,EXISTS_IN_EXT,0.79.13,N,0,Akarsh,NA,NA,NA
cfitsio,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11252,Y,Built,4.0.0,5.azl3,1,1,cfitsio-4.5.0-4.fc41.src.rpm,Default Initialized,Default Initialized,4.5.0,4.fc41,EXISTS_IN_EXT,4.0.0,N,0,Akarsh,https://github.com/microsoft/azurelinux/pull/11252,NA,NA
cgdcbxd,P1,Akarsh,NA,Revisit No Dnld Ver,Built,1.0.2,12.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.2,N,0,Akarsh,NA,NA,NA
cglib,P1,Akarsh,NA,Y,Built,3.2.4,3.azl3,1,1,cglib-3.3.0-16.fc41.src.rpm,Default Initialized,Default Initialized,3.3.0,16.fc41,EXISTS_IN_EXT,3.2.4,N,0,Akarsh,NA,NA,NA
chan,P1,Neeraj,NA,N,Built,0.0.4,3.azl3,1,1,chan-0.0.4-13.fc41.src.rpm,Default Initialized,Default Initialized,0.0.4,13.fc41,EXISTS_IN_EXT,0.0.4,Y,1,Neeraj,NA,NA,NA
cim-schema,P0,Akarsh,https://github.com/microsoft/azurelinux/pull/11486,Y,Built,2.43.0,11.azl3,1,1,cim-schema-2.54.1-5.fc41.src.rpm,Default Initialized,Default Initialized,2.54.1,5.fc41,EXISTS_IN_EXT,2.43.0,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11486,NA,NA
cjkuni-uming-fonts,P1,Neeraj,NA,Y,Failed,0.2.20080216.1,65.azl3,1,1,cjkuni-uming-fonts-0.2.20080216.2-6.fc41.src.rp,Default Initialized,Default Initialized,0.2.20080216.2,6.fc41.src.rp,EXISTS_IN_EXT,0.2.20080216.1,N,0,Neeraj,NA,NA,NA
cjose,P0,Akarsh,https://github.com/microsoft/azurelinux/pull/11488,Y,Failed,0.6.1,6.azl3,1,1,cjose-0.6.2.2-5.fc41.src.rpm,Default Initialized,Default Initialized,0.6.2.2,5.fc41,EXISTS_IN_EXT,0.6.1,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11488,NA,NA
cldr-emoji-annotation,P0,Akarsh,https://github.com/microsoft/azurelinux/pull/11587,Y,Built,37.0_13.0_0_1,2.azl3,1,1,cldr-emoji-annotation-46.1~beta2-1.fc41.src.rpm,Default Initialized,Default Initialized,46.1~beta2,1.fc41,EXISTS_IN_EXT,37.0_13.0_0_1,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11587,NA,NA
clucene,P1,Sumit,https://github.com/microsoft/azurelinux/pull/10858,N,Failed,2.3.3.4,39.azl3,1,1,clucene-2.3.3.4-49.20130812.e8e3d20git.fc41.src,Default Initialized,Default Initialized,2.3.3.4,49.20130812.e8e3d20git.fc41.src,EXISTS_IN_EXT,2.3.3.4,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/10858,NA,NA
clutter,P1,Neeraj,NA,N,Built,1.26.4,10.azl3,1,1,clutter-1.26.4-14.fc41.src.rpm,Default Initialized,Default Initialized,1.26.4,14.fc41,EXISTS_IN_EXT,1.26.4,Y,1,Neeraj,NA,NA,NA
clutter-gst3,P1,Neeraj,NA,N,Built,3.0.27,15.azl3,1,1,clutter-gst3-3.0.27-19.fc41.src.rpm,Default Initialized,Default Initialized,3.0.27,19.fc41,EXISTS_IN_EXT,3.0.27,N,0,Neeraj,NA,NA,NA
clutter-gtk,P1,Neeraj,NA,N,Built,1.8.4,15.azl3,1,1,clutter-gtk-1.8.4-19.fc41.src.rpm,Default Initialized,Default Initialized,1.8.4,19.fc41,EXISTS_IN_EXT,1.8.4,Y,1,Neeraj,NA,NA,NA
cmake-fedora,P1,Jyoti,NA,N,Built,2.9.3,1.azl3,1,1,cmake-fedora-2.9.3-21.fc41.src.rpm,Default Initialized,Default Initialized,2.9.3,21.fc41,EXISTS_IN_EXT,2.9.3,N,0,Jyoti,NA,NA,NA
cogl,P1,Neeraj,NA,N,Built,1.22.8,7.azl3,1,1,cogl-1.22.8-11.fc41.src.rpm,Default Initialized,Default Initialized,1.22.8,11.fc41,EXISTS_IN_EXT,1.22.8,Y,1,Neeraj,NA,NA,NA
colorize,P1,Neeraj,NA,Revisit No Dnld Ver,Built,0.3.4,22.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.3.4,N,0,Neeraj,NA,NA,NA
compat-lua,P1,Neeraj,NA,N,Built,5.1.5,17.azl3,1,1,compat-lua-5.1.5-26.fc41.src.rpm,Default Initialized,Default Initialized,5.1.5,26.fc41,EXISTS_IN_EXT,5.1.5,Y,1,Neeraj,NA,NA,NA
console-setup,P0,Akarsh,https://github.com/microsoft/azurelinux/pull/11489,Y,Built,1.194,3.azl3,1,1,console-setup-1.230-1.fc41.src.rpm,Default Initialized,Default Initialized,1.230,1.fc41,EXISTS_IN_EXT,1.194,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11489,NA,NA
container-exception-logger,P1,Neeraj,NA,Revisit No Dnld Ver,Built,1.0.3,7.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.3,N,0,Neeraj,NA,NA,NA
containernetworking-plugins,P1,Neeraj,NA,Y,Built,1.1.1,13.azl3,1,1,containernetworking-plugins-1.6.0-1.fc41.src.rp,Default Initialized,Default Initialized,1.6.0,1.fc41.src.rp,EXISTS_IN_EXT,1.1.1,N,0,Neeraj,NA,NA,NA
convmv,P1,Neeraj,NA,N,Built,2.05,7.azl3,1,1,convmv-2.05-17.fc41.src.rpm,Default Initialized,Default Initialized,2.05,17.fc41,EXISTS_IN_EXT,2.05,Y,1,Neeraj,NA,NA,NA
corosync,New P0,Akhila,NA,Y,Failed,3.0.4,3.azl3,1,1,corosync-3.1.9-1.fc41.src.rpm,Default Initialized,Default Initialized,3.1.9,1.fc41,EXISTS_IN_EXT,3.0.4,Y,1,Neeraj,NA,NA,NA
corosync-qdevice,New P0,Akhila,NA,Y,Failed,3.0.1,3.azl3,1,1,corosync-qdevice-3.0.3-6.fc41.src.rpm,Default Initialized,Default Initialized,3.0.3,6.fc41,EXISTS_IN_EXT,3.0.1,Y,1,Neeraj,NA,NA,NA
cppcheck,P1,Neeraj,NA,Y,Failed,2.7,2.azl3,1,1,cppcheck-2.16.0-1.fc41.src.rpm,Default Initialized,Default Initialized,2.16.0,1.fc41,EXISTS_IN_EXT,2.7,N,0,Neeraj,NA,NA,NA
cpptest,P1,Neeraj,NA,N,Built,1.1.2,20.azl3,1,1,cpptest-1.1.2-25.fc41.src.rpm,Default Initialized,Default Initialized,1.1.2,25.fc41,EXISTS_IN_EXT,1.1.2,Y,1,Neeraj,NA,NA,NA
cpuid,P0,Akarsh,https://github.com/microsoft/azurelinux/pull/11491,Y,Built,20200427,2.azl3,1,1,cpuid-20240916-1.fc41.src.rpm,Default Initialized,Default Initialized,20240916,1.fc41,EXISTS_IN_EXT,20200427,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11491,NA,NA
crash-ptdump-command,P1,Sreenivasulu,NA,Revisit No Dnld Ver,Built,1.0.7,3.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.7,N,0,Sreenivasulu,NA,NA,NA
criu,P1,Sreenivasulu,NA,Y,Failed,3.15,3.azl3,1,1,criu-4.0-2.fc41.src.rpm,Default Initialized,Default Initialized,4.0,2.fc41,EXISTS_IN_EXT,3.15,N,0,Sreenivasulu,NA,NA,NA
crypto-policies,P1,Sreenivasulu,NA,Y,Failed,20200619,5.azl3,1,1,crypto-policies-20241029-1.git8baf557.fc41.src.,Default Initialized,Default Initialized,20241029,1.git8baf557.fc41.src.,EXISTS_IN_EXT,20200619,N,0,Sreenivasulu,NA,NA,NA
cscope,P1,Sreenivasulu,NA,N,Built,15.9,8.azl3,1,1,cscope-15.9-26.fc41.src.rpm,Default Initialized,Default Initialized,15.9,26.fc41,EXISTS_IN_EXT,15.9,Y,1,Sreenivasulu,NA,NA,NA
custodia,P1,Sreenivasulu,NA,Revisit No Dnld Ver,Built,0.6.0,13.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.6.0,N,0,Sreenivasulu,NA,NA,NA
dbus-c++,P1,Sreenivasulu,NA,N,Failed,0.9.0,23.azl3,1,1,dbus-c++-0.9.0-33.fc41.src.rpm,Default Initialized,Default Initialized,0.9.0,33.fc41,EXISTS_IN_EXT,0.9.0,N,0,Sreenivasulu,NA,NA,NA
dbxtool,P1,Sreenivasulu,NA,Revisit Ver Compare,Failed,8,13.azl3,1,1,fwupd-1.9.27-1.fc41.src.rpm,Default Initialized,Default Initialized,1.9.27,1.fc41,EXISTS_IN_EXT,8,N,0,Sreenivasulu,NA,NA,NA
dcraw,P1,Sreenivasulu,NA,N,Built,9.28.0,10.azl3,1,1,dcraw-9.28.0-24.fc41.src.rpm,Default Initialized,Default Initialized,9.28.0,24.fc41,EXISTS_IN_EXT,9.28.0,Y,1,Sreenivasulu,NA,NA,NA
deltarpm,P1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10922,Y,Built,3.6.2,7.azl3,1,1,deltarpm-3.6.5-1.fc41.src.rpm,Default Initialized,Default Initialized,3.6.5,1.fc41,EXISTS_IN_EXT,3.6.2,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10922,NA,NA
delve,P1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10923,Y,Built,1.5.0,16.azl3,1,1,delve-1.23.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.23.1,1.fc41,EXISTS_IN_EXT,1.5.0,N,0,Sreenivasulu,NA,NA,NA
device-mapper-persistent-data,P1,Sreenivasulu, ,Y,Built,0.8.5,6.azl3,1,1,device-mapper-persistent-data-1.0.12-3.fc41.src,Default Initialized,Default Initialized,1.0.12,3.fc41.src,EXISTS_IN_EXT,0.8.5,N,0,Sreenivasulu,NA,NA,NA
diffstat,P1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10920,Y,Built,1.63,3.azl3,1,1,diffstat-1.66-2.fc41.src.rpm,Default Initialized,Default Initialized,1.66,2.fc41,EXISTS_IN_EXT,1.63,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10920,Suresh,Dev Approved
discount,P1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10844,Y,Built,2.2.4,5.azl3,1,1,discount-2.2.7-9.fc41.src.rpm,Default Initialized,Default Initialized,2.2.7,9.fc41,EXISTS_IN_EXT,2.2.4,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10844,NA,NA
distribution-gpg-keys,P1,Kevin,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,distribution-gpg-keys-1.106-1.fc41.src.rpm,Default Initialized,Default Initialized,1.106,1.fc41,MOVED_TO_CORE,Not Found,N,0,Kevin,NA,NA,NA
dleyna-connector-dbus,P1,Sreenivasulu,NA,Y,Failed,0.3.0,8.azl3,1,1,dleyna-0.8.3-5.fc41.src.rpm,Default Initialized,Default Initialized,0.8.3,5.fc41,EXISTS_IN_EXT,0.3.0,N,0,Sreenivasulu,NA,NA,NA
dleyna-core,P1,Sreenivasulu,NA,Revisit No Dnld Ver,Failed,0.6.0,15.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.6.0,N,0,Sreenivasulu,NA,NA,NA
dmraid,P1,Sreenivasulu,NA,Revisit Ver Compare,Built,1.0.0.rc16,46.azl3,1,1,dmraid-1.0.0.rc16-60.fc41.src.rpm,Default Initialized,Default Initialized,1.0.0.rc16,60.fc41,EXISTS_IN_EXT,1.0.0.rc16,Y,1,Sreenivasulu,NA,NA,NA
