S.No.,Package Name,Need Upgrade (Y/N/Revisit/Remove),Upgrade to version (Version/Revisit/NA),"Priority (P0, P1, P3)",Evaluator,"Status (Not Started, Ongoing, PR Raised, PR in Review, Done-Upgrade, Done-FixBuild, Done-OtherChanges, NA-Uptodate)",Obsoleted and Frozen PR Link,Start Date,End Date,Last activity date,3.0-dev Daily Build status   (Y/N),Build status date,Version in 2.0,Version in 3.0,Latest Version  (Fedora Sources),Fedora Sources Link,Latest Upstream Version,Upstream Sources Link,Remark / Plan for the package,PR Link
23,gpm,N,NA,P1,Kevin,Ongoing,,2024-11-26 0:00:00,,2024-11-26 0:00:00,Y,2024-10-14 0:00:00,1.20.7,1.20.7,1.20.7,Overview - rpms/gpm - src.fedoraproject.org,1.20.7,GitHub - telmich/gpm: general purpose mouse,"Depends indirectly on qt5-qtbase, which we don't have the specs for.",
#VALUE!,liblerc,TBD,"GPSBabel: convert, upload, download data from GPS and Map programs",P1,Kevin,Not Started,,,,,Y,2024-10-22 0:00:00,4.0.0,4.0.0,4.0.0,Overview - rpms/liblerc - src.fedoraproject.org,4.0.0,https://github.com/Esri/lerc/archive/refs/tags/v4.0.0.tar.gz,,
24,gpsbabel,Y,1.9.0,P1,Kevin,Ongoing,,2024-11-25 0:00:00,,2024-12-05 0:00:00,N,2024-10-14 0:00:00,1.8.0,1.8.0,1.9.0,Overview - rpms/gpsbabel - src.fedoraproject.org,1.9.0,"GPSBabel: convert, upload, download data from GPS and Map programs","Requires qt5-qtbase, which we do not have SPECS for. It is required for more than just the GUI aspect as well.",
25,graphene,Y,1.10.8,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10779,2024-10-17 0:00:00,,2024-10-17 0:00:00,Y,2024-10-14 0:00:00,1.10.4,1.10.4,1.10.6,Overview - rpms/graphene - src.fedoraproject.org,1.10.8,GitHub - ebassi/graphene: A thin layer of graphic data types,Last patched in Mar 2022,https://github.com/microsoft/azurelinux/pull/10779
#VALUE!,libmicrohttpd,Remove,SILGraphite: rendering non-roman scripts download | SourceForge.net,P1,Kevin,Not Started,,,,,Remove,2024-10-22 0:00:00,0.9.76,N/A,1.0.1,Overview - rpms/libmicrohttpd - src.fedoraproject.org,,,Moved to SPECS,
26,graphite2,N,NA,P1,Kevin,Not Started,,,,,Y,2024-10-14 0:00:00,1.3.14,1.3.14,1.3.14,Overview - rpms/graphite2 - src.fedoraproject.org,1.3.14,SILGraphite: rendering non-roman scripts download | SourceForge.net,,
#VALUE!,libmikmod,TBD,GSL - GNU Scientific Library - GNU Project - Free Software Foundation,P1,Kevin,Not Started,,,,,Y,2024-10-22 0:00:00,3.3.11.1,3.3.11.1,3.3.11.1,Overview - rpms/libmikmod - src.fedoraproject.org,3.3.11.1,http://sourceforge.net/project/downloading.php?group_id=40531&filename=libmikmod-3.3.11.1.tar.gz,,
27,gsl,Y,2.8,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10740,2024-10-15 0:00:00,,2024-10-15 0:00:00,Y,2024-10-14 0:00:00,2.6,2.6,2.7.1,Overview - rpms/gsl - src.fedoraproject.org,2.8,GSL - GNU Scientific Library - GNU Project - Free Software Foundation,"Upgrade went seamlessly, so far. PR submitted.",https://github.com/microsoft/azurelinux/pull/10740
#VALUE!,liblockfile,Y,https://storage.googleapis.com/google-code-archive-downloads/v2/code.google.com/libmodman/libmodman-2.0.1.tar.gz,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10977,2024-11-07 0:00:00,,2024-11-07 0:00:00,Y,2024-10-22 0:00:00,1.14,1.14,1.17,Overview - rpms/liblockfile - src.fedoraproject.org,1.17,http://ftp.de.debian.org/debian/pool/main/libl/liblockfile/liblockfile_1.17.orig.tar.gz,,https://github.com/microsoft/azurelinux/pull/10977
#VALUE!,libmodman,TBD,GNOME / gspell · GitLab,P1,Kevin,Not Started,,,,,Y,2024-10-22 0:00:00,2.0.1,2.0.1,2.0.1,Overview - rpms/libmodman - src.fedoraproject.org,2.0.1,https://storage.googleapis.com/google-code-archive-downloads/v2/code.google.com/libmodman/libmodman-2.0.1.tar.gz,,
28,gspell,Y,1.14.0,P1,Kevin,PR in review,https://github.com/microsoft/azurelinux/pull/10741,2024-10-15 0:00:00,,2024-10-21 0:00:00,Y,2024-10-14 0:00:00,1.8.4,1.8.4,1.14.0,Overview - rpms/gspell - src.fedoraproject.org,1.14.0,GNOME / gspell · GitLab,"[2024-10-21] Received review feedback, I have made changes to my PR and pushed back up. Awaiting further review.",https://github.com/microsoft/azurelinux/pull/10741
#VALUE!,liblouis,Y,https://sourceforge.net/projects/modplug-xmms/files/libmodplug/0.8.9.0/,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10980,2024-11-07 0:00:00,,2024-11-07 0:00:00,Y,2024-10-22 0:00:00,3.26.0,3.26.0,3.28.0,Overview - rpms/liblouis - src.fedoraproject.org,3.31.0,https://github.com/liblouis/liblouis/releases/download/v3.31.0/liblouis-3.31.0.tar.gz,,https://github.com/microsoft/azurelinux/pull/10980
#VALUE!,libmodplug,TBD,Projects/GUPnP - GNOME Wiki!,P1,Kevin,Not Started,,,,,Y,2024-10-22 0:00:00,0.8.9.0,0.8.9.0,0.8.9.0,Overview - rpms/libmodplug - src.fedoraproject.org,0.8.9.0,https://sourceforge.net/projects/modplug-xmms/files/libmodplug/0.8.9.0/,,
29,gssdp,Y,1.6.3,P1,Kevin,PR in review,https://github.com/microsoft/azurelinux/pull/10790,2024-10-18 0:00:00,,2024-10-18 0:00:00,Y,2024-10-14 0:00:00,1.6.2,1.6.2,1.6.3,Overview - rpms/gssdp - src.fedoraproject.org,1.6.3,Projects/GUPnP - GNOME Wiki!,Last patched in Jan 2023,https://github.com/microsoft/azurelinux/pull/10790
#VALUE!,liblqr-1,Y,GitHub - gssapi/gss-ntlmssp: A complete implementation of the MS-NLMP documents as a GSSAPI mechanism,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10987,2024-11-07 0:00:00,,2024-11-08 0:00:00,Y,2024-10-22 0:00:00,0.4.2,0.4.2,0.4.2,Overview - rpms/liblqr-1 - src.fedoraproject.org,0.4.3,http://liblqr.wdfiles.com/local--files/en:download-page/liblqr-1-0.4.3.tar.bz2,Released Aug 2024,https://github.com/microsoft/azurelinux/pull/10987
30,gssntlmssp,Y,1.3.1,P1,Kevin,PR in review,https://github.com/microsoft/azurelinux/pull/10791,2024-10-18 0:00:00,,2024-10-21 0:00:00,Y,2024-10-14 0:00:00,0.9.0,0.9.0,1.3.1,Overview - rpms/gssntlmssp - src.fedoraproject.org,1.3.1,GitHub - gssapi/gss-ntlmssp: A complete implementation of the MS-NLMP documents as a GSSAPI mechanism,"[2024-10-21] Received review feedback, made changes to my PR and pushed. Awaiting further feedback.",https://github.com/microsoft/azurelinux/pull/10791
#VALUE!,libmad,Y,http://gstreamer.freedesktop.org/,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/11015,2024-11-08 0:00:00,,2024-11-11 0:00:00,Y,2024-10-22 0:00:00,0.15.1b,0.15.1b,0.16.4,Overview - rpms/libmad - src.fedoraproject.org,0.16.4,https://codeberg.org/tenacityteam/libmad/releases/download/0.16.4/libmad-0.16.4.tar.gz,Fedora uses a fork of libmad.,https://github.com/microsoft/azurelinux/pull/11015
31,gstreamer1,Y,1.24.8,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10805,2024-10-18 0:00:00,,2024-10-21 0:00:00,Y,2024-10-14 0:00:00,1.20.0,1.20.0,1.24.8,Overview - rpms/gstreamer1 - src.fedoraproject.org,1.24.8,http://gstreamer.freedesktop.org/,"[2024-10-21] PR submitted, Falak notified.",https://github.com/microsoft/azurelinux/pull/10805
