S.No.,Package Name,Dev,PR Link,Reviewer,Status,
563,libproxy,Sumit,https://github.com/microsoft/azurelinux/pull/11241,,,
564,libqb,Sumit,https://github.com/microsoft/azurelinux/pull/11017,,,
565,libqxp,Sumit,,,,
566,librabbitmq,Sumit,https://github.com/microsoft/azurelinux/pull/11018,,,
567,libraqm,Sumit,https://github.com/microsoft/azurelinux/pull/11021,,,
568,libraw1394,Sumit,,,,
569,libreport,Sumit,,,,
570,librevenge,Sumit,https://github.com/microsoft/azurelinux/pull/11022,,,
571,librx,Sumit,,,,
572,libsamplerate,Sumit,,,,
573,libsass,Sumit,https://github.com/microsoft/azurelinux/pull/11023,,,
574,libsecret,Sumit,https://github.com/microsoft/azurelinux/pull/11226,,,
575,libsigc++20,Sumit,https://github.com/microsoft/azurelinux/pull/11046,,,
576,libsigsegv,Sumit,https://github.com/microsoft/azurelinux/pull/11056,,,
577,libsmbios,Sumit,https://github.com/microsoft/azurelinux/pull/11057,,,
578,libspiro,Sumit,https://github.com/microsoft/azurelinux/pull/11058,,,
579,libsrtp,Sumit,https://github.com/microsoft/azurelinux/pull/11061,,,
580,libstaroffice,Sumit,,,,
581,libstemmer,Sumit,,,,
582,libtdb,Sumit,https://github.com/microsoft/azurelinux/pull/11062,,,
583,libteam,Sreenivasulu,,,,
584,libtevent,Sreenivasulu,,,,
585,libthai,Sreenivasulu,,,,
586,libtheora,Sreenivasulu,,,,
587,libtnc,Sreenivasulu,,,,
588,libtomcrypt,Sreenivasulu,,,,
589,libtommath,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11088,,,
590,libtranslit,Sreenivasulu,,,,
591,libucil,Sreenivasulu,,,,
592,libunicap,Sreenivasulu,,,,
593,libuninameslist,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11101,,,
594,libusbmuxd,Kevin,https://github.com/microsoft/azurelinux/pull/10905,,,
595,libuser,Sreenivasulu,,,,
596,libutempter,Sreenivasulu,,,,
597,libva,Sreenivasulu,,,,
598,libvarlink,Sreenivasulu,,,,
599,libvdpau,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11161,,,
600,libverto,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11089,,,
601,libvisio,Sreenivasulu,,,,
602,libvisual,Sreenivasulu,,,,
603,libvorbis,Sreenivasulu,,,,
604,libvpx,Sreenivasulu,,,,
605,libwnck3,Sreenivasulu,,,,
606,libwpd,Sreenivasulu,,,,
607,libwpe,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11197,,,
608,libwpg,Aninda,,,,
609,libwps,Aninda,,,,
610,libwvstreams,Aninda,,,,
611,libxklavier,Aninda,,,,
612,libxmlb,Aninda,,,,
613,libyami,Aninda,Package is currently unmaintained,,,
614,libyubikey,Aninda,,,,
615,libzmf,Aninda,,,,
616,lilv,Aninda,,,,
617,linuxconsoletools,Aninda,,,,
618,lksctp-tools,Aninda,,,,
619,lockdev,Aninda,,,,
620,logwatch,Aninda,,,,
621,lpsolve,Aninda,,,,
622,lrzsz,Aninda,,,,
623,lua-expat,Aninda,,,,
624,lua-filesystem,Aninda,,,,
625,lua-json,Aninda,,,,
626,lua-lpeg,Aninda,,,,
627,lua-lunit,Aninda,,,,
628,lua-term,Aninda,,,,
629,luksmeta,Aninda,,,,
630,lv2,Aninda,,,,
631,lzip,Aninda,,,,
632,m17n-db,Aninda,https://github.com/microsoft/azurelinux/pull/11340,,,
633,m17n-lib,Aninda,,,,
634,mailx,Neeraj,NOT_FOUND,,,
635,mallard-rng,Neeraj,NOT_FOUND,,,
636,man-pages-cs,Neeraj,NOT_FOUND,,,
637,man-pages-es,Neeraj,NOT_FOUND,,,
638,man-pages-it,Neeraj,NOT_FOUND,,,
639,man-pages-ja,Aninda,https://github.com/microsoft/azurelinux/pull/11769,,,
640,man-pages-ko,Neeraj,NOT_FOUND,,,
641,man-pages-pl,Neeraj,NOT_FOUND,,,
642,man-pages-ru,Neeraj,NOT_FOUND,,,
643,man-pages-zh-CN,Neeraj,NOT_FOUND,,,
644,mariadb-connector-odbc,Aninda,,,,
645,marisa,Jagadeesh,NOT_FOUND,,,
646,maven-parent,Neeraj,NOT_FOUND,,,
647,mcelog,Aninda,https://github.com/microsoft/azurelinux/pull/11510,,,
648,mdds,Aninda,https://github.com/microsoft/azurelinux/pull/11511,,,
649,meanwhile,Aninda,https://github.com/microsoft/azurelinux/pull/11512,,,
650,mecab,Neeraj,NOT_FOUND,,,
651,mecab-ipadic,Neeraj,NOT_FOUND,,,
652,media-player-info,Neeraj,NOT_FOUND,,,
653,memkind,Neeraj,NOT_FOUND,,,
654,metis,Aninda,https://github.com/microsoft/azurelinux/pull/11768,,,
655,microcode_ctl,Neeraj,NOT_FOUND,,,
656,microdnf,Neeraj,NOT_FOUND,,,
657,minicom,Neeraj,NOT_FOUND,,,
658,minizip,Neeraj,NOT_FOUND,,,
659,mksh,,NOT_FOUND,,,
660,mobile-broadband-provider-info,Aninda,https://github.com/microsoft/azurelinux/pull/11529,,,
661,mock,Akarsh,NOT_FOUND,,,
662,mock-core-configs,Akarsh,NOT_FOUND,,,
663,mod_auth_gssapi,Akarsh,NOT_FOUND,,,
664,mod_auth_mellon,Akarsh,NOT_FOUND,,,
665,mod_auth_openidc,Aninda,,,,
666,mod_authnz_pam,Aninda,https://github.com/microsoft/azurelinux/pull/11549,,,
667,mod_fcgid,,NOT_FOUND,,,
668,mod_http2,,NOT_FOUND,,,
669,mod_intercept_form_submit,Aninda,https://github.com/microsoft/azurelinux/pull/11571,,,
670,mod_lookup_identity,,NOT_FOUND,,,
671,mod_md,Aninda,https://github.com/microsoft/azurelinux/pull/11790,,,
672,mod_security,Aninda,https://github.com/microsoft/azurelinux/pull/11802,,,
673,mod_security_crs,Aninda,https://github.com/microsoft/azurelinux/pull/11576,,,
674,mod_wsgi,Akarsh,NOT_FOUND,,,
675,mosh,Akarsh,NOT_FOUND,,,
676,mpage,,NOT_FOUND,,,
677,mrtg,Akarsh,NOT_FOUND,,,
678,mt-st,Akarsh,NOT_FOUND,,,
679,mtr,Akarsh,NOT_FOUND,,,
680,mtx,,NOT_FOUND,,,
681,mutt,Akarsh,NOT_FOUND,,,
682,mythes,Aninda,,,,
683,mythes-bg,,NOT_FOUND,,,
684,mythes-ca,Aninda,https://github.com/microsoft/azurelinux/pull/11602,,,
685,mythes-cs,,NOT_FOUND,,,
686,mythes-da,,NOT_FOUND,,,
687,mythes-de,Aninda,,,,
688,mythes-el,,NOT_FOUND,,,
689,mythes-en,Aninda,,,,
690,mythes-eo,,NOT_FOUND,,,
691,mythes-es,,NOT_FOUND,,,
692,mythes-fr,,NOT_FOUND,,,
693,mythes-ga,,NOT_FOUND,,,
694,mythes-hu,,NOT_FOUND,,,
695,mythes-mi,,NOT_FOUND,,,
696,mythes-ne,,NOT_FOUND,,,
697,mythes-nl,,NOT_FOUND,,,
698,mythes-pl,,NOT_FOUND,,,
699,mythes-pt,,NOT_FOUND,,,
700,mythes-ro,,NOT_FOUND,,,
701,mythes-ru,,NOT_FOUND,,,
702,mythes-sk,,NOT_FOUND,,,
703,mythes-sl,,NOT_FOUND,,,
704,mythes-sv,,NOT_FOUND,,,
705,mythes-uk,,NOT_FOUND,,,
706,neon,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11484,Suresh,In Review,
707,netcdf,Aninda,,,,
708,netcf,,NOT_FOUND,,,
709,netlabel_tools,,NOT_FOUND,,,
710,netpbm,Aninda,,,,
711,netsniff-ng,Aninda,,,,
712,nilfs-utils,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11487,Suresh,In Review,
713,nkf,,NOT_FOUND,,,
714,nload,,NOT_FOUND,,,
715,nmi,Aninda,,,,
716,nodejs-nodemon,Jagadeesh,,,,
717,nodejs-packaging,Jagadeesh,,,,
718,nss-mdns,Aninda,,,,
719,nss-pam-ldapd,,NOT_FOUND,,,
720,numatop,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11596,Bala,In Review,
721,nvmetcli,Jagadeesh,,Bala,In Review,
722,objectweb-anttask,Aninda,,,,
723,objenesis,Aninda,,,,
724,ocaml-calendar,Jagadeesh,,Bala,In Review,
725,ocaml-camlp5,Aninda,,,,
726,ocaml-csv,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11531,Bala,In Review,
727,ocaml-curses,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11566,Bala,In Review,
728,ocaml-extlib,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11567,,,
729,ocaml-fpath,,NOT_FOUND,,,
730,ocaml-libvirt,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11599,,,
731,ocaml-markup,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11723,Bala,Dev Approved,
732,ocaml-parsexp,Aninda,,,,
733,ocaml-sexplib,Aninda,,,,
734,ocaml-tyxml,Jagadeesh,,,,
735,ocaml-xml-light,Jagadeesh,,,,
736,ocaml-zarith,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11680,Bala,Dev Approved,
737,ocl-icd,Jagadeesh,,,,
738,oddjob,Jagadeesh,,,,
739,ogdi,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11411,,,
740,omping,,NOT_FOUND,,,
741,opal,Jagadeesh,,,,
742,opencc,Jagadeesh,,,,
743,opencl-filesystem,,NOT_FOUND,,,
744,opencl-headers,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11709,,,
745,opencryptoki,Jagadeesh,,,,
746,opendnssec,Jagadeesh,,,,
747,openjpeg2,,NOT_FOUND,,,
748,openobex,,NOT_FOUND,,,
749,openoffice-lv,Jagadeesh,,,,
750,openrdate,,NOT_FOUND,,,
751,openslp,,NOT_FOUND,,,
752,openssl-ibmpkcs11,,NOT_FOUND,,,
753,openwsman,Jagadeesh,,,,
754,optipng,Jagadeesh,,,,
755,opus,Jyoti,,,,
756,opusfile,,NOT_FOUND,,,
757,orc,Jyoti,https://github.com/microsoft/azurelinux/pull/11485,Bala,Dev Approved,
758,oro,Jagadeesh,,,,
759,os-prober,Jyoti,https://github.com/microsoft/azurelinux/pull/11494,,,
760,osgi-annotation,Jagadeesh,,,,
761,osgi-compendium,Jagadeesh,,,,
762,osgi-core,Jagadeesh,,,,
763,osinfo-db,Jyoti,,Suresh,In Review,
764,osinfo-db-tools,Jyoti,https://github.com/microsoft/azurelinux/pull/11513,,,
765,overpass-fonts,Jagadeesh,,,,
766,pacemaker,Jyoti,NOT_FOUND,,,
767,pacrunner,,NOT_FOUND,,,
768,pakchois,,NOT_FOUND,,,
769,papi,Jyoti,,,,
770,paps,Jyoti,https://github.com/microsoft/azurelinux/pull/11518,,,
771,parallel,Jyoti,https://github.com/microsoft/azurelinux/pull/11519,Suresh,Dev Approved,
772,pbzip2,,NOT_FOUND,,,
773,pcp,Jyoti,,,,
774,perl-Algorithm-C3,Jyoti,,,,
775,perl-Algorithm-Diff,Jyoti,https://github.com/microsoft/azurelinux/pull/11521,Suresh,Dev Approved,
776,perl-Alien-Build,Jyoti,,,,
777,perl-Alien-pkgconf,Jyoti,,,,
778,perl-AnyEvent,,NOT_FOUND,,,
779,perl-AnyEvent-AIO,,NOT_FOUND,,,
780,perl-AnyEvent-BDB,Jyoti,,,,
781,perl-App-FatPacker,,NOT_FOUND,,,
782,perl-AppConfig,,NOT_FOUND,,,
783,perl-Archive-Extract,Jyoti,,,,
784,perl-Authen-SASL,,NOT_FOUND,,,
785,perl-B-Debug,,NOT_FOUND,,,
786,perl-B-Hooks-EndOfScope,Jyoti,,,,
787,perl-B-Hooks-OP-Check,Jyoti,,,,
788,perl-B-Keywords,Jyoti,https://github.com/microsoft/azurelinux/pull/11593,,,
789,perl-B-Lint,,NOT_FOUND,,,
790,perl-BDB,Sumit,,,,
791,perl-BSD-Resource,,NOT_FOUND,,,
792,perl-Browser-Open,,NOT_FOUND,,,
793,perl-Business-ISBN,Jyoti,,,,
794,perl-Business-ISBN-Data,Jyoti,,,,
795,perl-CBOR-XS,,NOT_FOUND,,,
796,perl-CSS-Tiny,,NOT_FOUND,,,
797,perl-Class-C3,,NOT_FOUND,,,
798,perl-Class-C3-XS,Jyoti,https://github.com/microsoft/azurelinux/pull/11591,Suresh,In Review,
799,perl-Class-Data-Inheritable,Jyoti,https://github.com/microsoft/azurelinux/pull/10618,Suresh,In Review,
800,perl-Class-Factory-Util,,NOT_FOUND,,,
801,perl-Class-ISA,Kevin,,,,
802,perl-Class-Inspector,,NOT_FOUND,,,
803,perl-Class-Load,Kevin,,,,
804,perl-Class-Load-XS,Kevin,,,,
805,perl-Class-Method-Modifiers,Jyoti,https://github.com/microsoft/azurelinux/pull/11547,Suresh,Dev Approved,
806,perl-Class-Singleton,Jyoti,https://github.com/microsoft/azurelinux/pull/10618,Suresh,Dev Approved,
807,perl-Class-Tiny,,NOT_FOUND,,,
808,perl-Class-XSAccessor,Kevin,,,,
809,perl-Clone,Kevin,,,,
810,perl-Color-ANSI-Util,Kevin,,,,
811,perl-Color-RGB-Util,Kevin,,,,
812,perl-ColorThemeBase-Static,Kevin,,,,
813,perl-ColorThemeRole-ANSI,Kevin,,,,
814,perl-ColorThemeUtil-ANSI,Kevin,,,,
815,perl-ColorThemes-Standard,Kevin,,,,
816,perl-Compress-LZF,Sreenivasulu,,,,
817,perl-Compress-Raw-Lzma,,NOT_FOUND,,,
818,perl-Config-AutoConf,,NOT_FOUND,,,
819,perl-Config-INI,,NOT_FOUND,,,
820,perl-Config-INI-Reader-Multiline,,NOT_FOUND,,,
821,perl-Config-IniFiles,Jyoti,https://github.com/microsoft/azurelinux/pull/11544,Suresh,In Review,
822,perl-Config-Simple,,NOT_FOUND,,,
823,perl-Config-Tiny,,NOT_FOUND,,,
824,perl-Const-Fast,Sreenivasulu,,,,
825,perl-Convert-ASN1,Jyoti,https://github.com/microsoft/azurelinux/pull/11543,,,
826,perl-Convert-Bencode,,NOT_FOUND,,,
827,perl-Coro,,NOT_FOUND,,,
828,perl-Coro-Multicore,Sreenivasulu,,,,
829,perl-Cpanel-JSON-XS,Sreenivasulu,,,,
830,perl-Crypt-CBC,Sreenivasulu,,,,
831,perl-Crypt-DES,Sreenivasulu,,,,
832,perl-Crypt-IDEA,,NOT_FOUND,,,
833,perl-Crypt-OpenSSL-Bignum,,NOT_FOUND,,,
834,perl-Crypt-OpenSSL-Guess,Jyoti,https://github.com/microsoft/azurelinux/pull/11542,,,
835,perl-Crypt-OpenSSL-RSA,Sumit,,,,
836,perl-Crypt-OpenSSL-Random,Jyoti,,,,
837,perl-Crypt-PasswdMD5,Sreenivasulu,,,,
838,perl-DBD-MySQL,Sreenivasulu,,,,
839,perl-Data-Munge,Sreenivasulu,,,,
840,perl-Data-OptList,Sreenivasulu,,,,
841,perl-Data-Peek,Jyoti,,,,
842,perl-Data-Section,,NOT_FOUND,,,
843,perl-Data-UUID,Jyoti,https://github.com/microsoft/azurelinux/pull/11536,,,
844,perl-Date-ISO8601,,NOT_FOUND,,,
845,perl-Date-Manip,Jyoti,,,,
846,perl-DateTime,Sumit,,,,
847,perl-DateTime-Format-Builder,Sumit,,,,
848,perl-DateTime-Format-DateParse,Sumit,,,,
849,perl-DateTime-Format-HTTP,Sumit,,,,
850,perl-DateTime-Format-IBeat,Sumit,,,,
851,perl-DateTime-Format-ISO8601,Sumit,,,,
852,perl-DateTime-Format-Mail,Sumit,,,,
853,perl-DateTime-Format-Strptime,Sumit,,,,
854,perl-DateTime-Locale,Sumit,,,,
855,perl-DateTime-TimeZone,Sumit,,,,
856,perl-DateTime-TimeZone-SystemV,,NOT_FOUND,,,
857,perl-DateTime-TimeZone-Tzfile,,NOT_FOUND,,,
858,perl-Devel-CallChecker,Kevin,https://github.com/microsoft/azurelinux/pull/11498,,,
859,perl-Devel-Caller,Akarsh,NOT_FOUND,,,
860,perl-Devel-Cycle,Akarsh,NOT_FOUND,,,
861,perl-Devel-EnforceEncapsulation,,NOT_FOUND,,,
862,perl-Devel-GlobalDestruction,Akarsh,NOT_FOUND,,,
863,perl-Devel-GlobalDestruction-XS,Akarsh,NOT_FOUND,,,
864,perl-Devel-Hide,Akarsh,NOT_FOUND,,,
865,perl-Devel-Leak,,NOT_FOUND,,,
866,perl-Devel-LexAlias,Akarsh,NOT_FOUND,,,
867,perl-Devel-Size,Kevin,https://github.com/microsoft/azurelinux/pull/11500,,,
868,perl-Digest-BubbleBabble,Akarsh,NOT_FOUND,,,
869,perl-Digest-CRC,Kevin,https://github.com/microsoft/azurelinux/pull/11501,,,
870,perl-Dist-CheckConflicts,,NOT_FOUND,,,
871,perl-DynaLoader-Functions,Kevin,https://github.com/microsoft/azurelinux/pull/11509,,,
872,perl-EV,,NOT_FOUND,,,
873,perl-Email-Address,Kevin,https://github.com/microsoft/azurelinux/pull/11532,,,
874,perl-Email-Date-Format,Kevin,https://github.com/microsoft/azurelinux/pull/11533,,,
875,perl-Encode-Detect,,NOT_FOUND,,,
876,perl-Encode-EUCJPASCII,,NOT_FOUND,,,
877,perl-Encode-IMAPUTF7,,NOT_FOUND,,,
878,perl-Env-ShellWords,Akarsh,NOT_FOUND,,,
879,perl-Error,,NOT_FOUND,,,
880,perl-Eval-Closure,,NOT_FOUND,,,
881,perl-Event,Kevin,https://github.com/microsoft/azurelinux/pull/11534,,,
882,perl-Exception-Class,Kevin,https://github.com/microsoft/azurelinux/pull/11579,,,
883,perl-ExtUtils-Config,Kevin,https://github.com/microsoft/azurelinux/pull/11582,,,
884,perl-ExtUtils-Depends,Akarsh,NOT_FOUND,,,
885,perl-ExtUtils-Helpers,Kevin,https://github.com/microsoft/azurelinux/pull/11624,,,
886,perl-ExtUtils-InstallPaths,Kevin,https://github.com/microsoft/azurelinux/pull/11625,,,
887,perl-ExtUtils-PkgConfig,,NOT_FOUND,,,
888,perl-FCGI,Akarsh,NOT_FOUND,,,
889,perl-FFI-CheckLib,Akarsh,NOT_FOUND,,,
890,perl-File-BOM,Aninda,,,,
891,perl-File-BaseDir,Aninda,,,,
892,perl-File-CheckTree,,NOT_FOUND,,,
893,perl-File-Copy-Recursive,Aninda,,,,
894,perl-File-DesktopEntry,Aninda,,,,
895,perl-File-Find-Object,Aninda,,,,
896,perl-File-Find-Object-Rule,Aninda,,,,
897,perl-File-Find-Rule,,NOT_FOUND,,,
898,perl-File-Find-Rule-Perl,,NOT_FOUND,,,
899,perl-File-Inplace,,NOT_FOUND,,,
900,perl-File-MimeInfo,Aninda,,,,
901,perl-File-ReadBackwards,Kevin,https://github.com/microsoft/azurelinux/pull/11626,,,
902,perl-File-Remove,Kevin,https://github.com/microsoft/azurelinux/pull/11691,Bala,Dev Approved,
903,perl-File-ShareDir,,NOT_FOUND,,,
904,perl-File-ShareDir-Install,Kevin,https://github.com/microsoft/azurelinux/pull/11693,Bala,Dev Approved,
905,perl-File-Slurp,Kevin,https://github.com/microsoft/azurelinux/pull/11694,,,
906,perl-File-Slurp-Tiny,,NOT_FOUND,,,
907,perl-File-Slurper,,NOT_FOUND,,,
908,perl-File-Type,,NOT_FOUND,,,
909,perl-File-chdir,,NOT_FOUND,,,
910,perl-Font-TTF,,NOT_FOUND,,,
911,perl-FreezeThaw,,NOT_FOUND,,,
912,perl-GD,,NOT_FOUND,,,
913,perl-GD-Barcode,Aninda,,,,
914,perl-GSSAPI,,NOT_FOUND,,,
915,perl-Getopt-ArgvFile,,NOT_FOUND,,,
916,perl-Graphics-ColorNamesLite-WWW,,NOT_FOUND,,,
917,perl-Guard,,NOT_FOUND,,,
918,perl-HTML-Tree,,NOT_FOUND,,,
919,perl-Hook-LexWrap,,NOT_FOUND,,,
920,perl-IO-AIO,Kevin,https://github.com/microsoft/azurelinux/pull/11695,Bala,Dev Approved,
921,perl-IO-All,Aninda,,,,
922,perl-IO-CaptureOutput,Aninda,,,,
923,perl-IO-Compress-Lzma,,NOT_FOUND,,,
924,perl-IO-Multiplex,,NOT_FOUND,,,
925,perl-IO-SessionData,,NOT_FOUND,,,
926,perl-IO-Socket-INET6,Aninda,,,,
927,perl-IPC-Run3,Kevin,https://github.com/microsoft/azurelinux/pull/11698,Bala,Dev Approved,
928,perl-IPC-System-Simple,,NOT_FOUND,,,
929,perl-Image-Base,,NOT_FOUND,,,
930,perl-Image-Info,,NOT_FOUND,,,
931,perl-Image-Xbm,,NOT_FOUND,,,
932,perl-Image-Xpm,,NOT_FOUND,,,
933,perl-Import-Into,Jagadeesh,,,,
934,perl-Importer,Kevin,https://github.com/microsoft/azurelinux/pull/11710,Bala,Dev Approved,
935,perl-Inline-Files,,NOT_FOUND,,,
936,perl-JSON-Color,Jagadeesh,,,,
937,perl-JSON-MaybeXS,Jagadeesh,,,,
938,perl-LDAP,Jagadeesh,,,,
939,perl-LWP-Protocol-https,Kevin,https://github.com/microsoft/azurelinux/pull/11712,Bala,In Review,
940,perl-Lingua-EN-Inflect,Kevin,https://github.com/microsoft/azurelinux/pull/11714,Bala,Dev Approved,
941,perl-List-MoreUtils-XS,,NOT_FOUND,,,
942,perl-Locale-Codes,Kevin,https://github.com/microsoft/azurelinux/pull/11715,,,
943,perl-Locale-Maketext-Gettext,Kevin,,,,
944,perl-Locale-Msgfmt,Sumit,NOT_FOUND,,,
945,perl-Locale-PO,,NOT_FOUND,,,
946,perl-Log-Message,,NOT_FOUND,,,
947,perl-Log-Message-Simple,,NOT_FOUND,,,
948,perl-MIME-Charset,Jagadeesh,,,,
949,perl-MIME-Lite,Jagadeesh,,,,
950,perl-MIME-Types,Jagadeesh,,,,
951,perl-MLDBM,Jagadeesh,,,,
952,perl-MRO-Compat,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11476,,,
953,perl-Mail-AuthenticationResults,,NOT_FOUND,,,
954,perl-Mail-DKIM,Jagadeesh,,,,
955,perl-Mail-IMAPTalk,Sreenivasulu,,,,
956,perl-Mail-SPF,Jyoti,,,,
957,perl-MailTools,,NOT_FOUND,,,
958,perl-Math-Int64,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11477,,,
959,perl-Mixin-Linewise,,NOT_FOUND,,,
960,perl-Module-Build-Tiny,Jyoti,,,,
961,perl-Module-Implementation,,NOT_FOUND,,,
962,perl-Module-Install-AuthorRequires,Jyoti,,,,
963,perl-Module-Install-AutoLicense,Jyoti,,,,
964,perl-Module-Install-GithubMeta,,NOT_FOUND,,,
965,perl-Module-Install-ManifestSkip,,NOT_FOUND,,,
966,perl-Module-Install-ReadmeFromPod,Jyoti,,,,
967,perl-Module-Install-ReadmeMarkdownFromPod,,NOT_FOUND,,,
968,perl-Module-Install-TestBase,,NOT_FOUND,,,
969,perl-Module-Load-Util,,NOT_FOUND,,,
970,perl-Module-Manifest,,NOT_FOUND,,,
971,perl-Module-Manifest-Skip,,NOT_FOUND,,,
972,perl-Module-Package,Jyoti,,,,
973,perl-Module-Package-Au,Jyoti,,,,
974,perl-Module-Pluggable,,NOT_FOUND,,,
975,perl-Module-Runtime,Jyoti,,,,
976,perl-Module-Signature,Jyoti,https://github.com/microsoft/azurelinux/pull/11406,,,
977,perl-Mojolicious,Sreenivasulu,,,,
978,perl-Moo,Sreenivasulu,,,,
979,perl-Mozilla-CA,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11481,,,
980,perl-Mozilla-LDAP,,NOT_FOUND,,,
981,perl-NNTPClient,,NOT_FOUND,,,
982,perl-Net-CIDR-Lite,,NOT_FOUND,,,
983,perl-Net-DNS,Jyoti,,,,
984,perl-Net-DNS-Resolver-Mock,Jyoti,,,,
985,perl-Net-DNS-Resolver-Programmable,Jyoti,,,,
986,perl-Net-Daemon,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11478,,,
987,perl-Net-IMAP-Simple,,NOT_FOUND,,,
988,perl-Net-IMAP-Simple-SSL,,NOT_FOUND,,,
989,perl-Net-IP,,NOT_FOUND,,,
990,perl-Net-LibIDN2,Jyoti,https://github.com/microsoft/azurelinux/pull/11391,,,
991,perl-Net-Patricia,,NOT_FOUND,,,
992,perl-Net-SMTP-SSL,,NOT_FOUND,,,
993,perl-Net-SNMP,,NOT_FOUND,,,
994,perl-Net-Telnet,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11480,,,
995,perl-Newt,,NOT_FOUND,,,
996,perl-Number-Compare,,NOT_FOUND,,,
997,perl-Object-Deadly,,NOT_FOUND,,,
998,perl-Object-HashBase,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11524,,,
999,perl-PAR-Dist,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11585,,,
1000,perl-PPI,,NOT_FOUND,,,
1001,perl-PPI-HTML,Kevin,,,,
1002,perl-PPIx-QuoteLike,Kevin,,,,
1003,perl-PPIx-Regexp,,NOT_FOUND,,,
1004,perl-PPIx-Utilities,Kevin,,,,
1005,perl-Package-Anon,,NOT_FOUND,,,
1006,perl-Package-Constants,,NOT_FOUND,,,
1007,perl-Package-DeprecationManager,Kevin,,,,
1008,perl-Package-Generator,Kevin,,,,
1009,perl-Package-Stash,Kevin,,,,
1010,perl-Package-Stash-XS,,NOT_FOUND,,,
1011,perl-PadWalker,Kevin,,,,
1012,perl-Paper-Specs,,NOT_FOUND,,,
1013,perl-Parallel-Iterator,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11483,,,
1014,perl-Params-Classify,,NOT_FOUND,,,
1015,perl-Params-Util,Kevin,,,,
1016,perl-Params-Validate,Kevin,,,,
1017,perl-Params-ValidationCompiler,Kevin,,,,
1018,perl-Parse-RecDescent,,NOT_FOUND,,,
1019,perl-Parse-Yapp,,NOT_FOUND,,,
1020,perl-Path-Tiny,Sreenivasulu,,,,
1021,perl-Perl-Critic,Sreenivasulu,,,,
1022,perl-Perl-Critic-More,Sreenivasulu,,,,
1023,perl-Perl-Destruct-Level,Sreenivasulu,,,,
1024,perl-Perl-MinimumVersion,Sreenivasulu,,,,
1025,perl-Perl4-CoreLibs,Sreenivasulu,,,,
1026,perl-PerlIO-gzip,,NOT_FOUND,,,
1027,perl-PerlIO-utf8_strict,,NOT_FOUND,,,
1028,perl-PkgConfig-LibPkgConf,Sumit,NOT_FOUND,,,
1029,perl-Pod-Coverage-TrustPod,,NOT_FOUND,,,
1030,perl-Pod-Escapes,,NOT_FOUND,,,
1031,perl-Pod-Eventual,,NOT_FOUND,,,
1032,perl-Pod-LaTeX,,NOT_FOUND,,,
1033,perl-Pod-Markdown,,NOT_FOUND,,,
1034,perl-Pod-POM,,NOT_FOUND,,,
1035,perl-Pod-Plainer,,NOT_FOUND,,,
1036,perl-Pod-Spell,,NOT_FOUND,,,
1037,perl-Probe-Perl,,NOT_FOUND,,,
1038,perl-Razor-Agent,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11603,,,
1039,perl-Readonly,Sreenivasulu,,,,
1040,perl-Readonly-XS,,NOT_FOUND,,,
1041,perl-Ref-Util,Sreenivasulu,,,,
1042,perl-Ref-Util-XS,Sreenivasulu,,,,
1043,perl-Regexp-Pattern-Perl,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11482,,,
1044,perl-Return-MultiLevel,Sreenivasulu,,,,
1045,perl-Role-Tiny,Sreenivasulu,,,,
1046,perl-SGMLSpm,,NOT_FOUND,,,
1047,perl-SNMP_Session,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11616,,,
1048,perl-SUPER,Sreenivasulu,,,,
1049,perl-Scope-Guard,,NOT_FOUND,,,
1050,perl-Scope-Upper,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11502,,,
1051,perl-Socket6,,NOT_FOUND,,,
1052,perl-Software-License,,NOT_FOUND,,,
1053,perl-Sort-Versions,,NOT_FOUND,,,
1054,perl-Specio,Sumit,,,,
1055,perl-Spiffy,,NOT_FOUND,,,
